priority,listing_url,listing_name,host_name,area,bedrooms,cleanliness_score,overall_rating,num_reviews,host_total_listings,last_review,suggested_angle,status,notes
MULTI,https://www.airbnb.com/rooms/1073792293577743982,Quirky light spacious 1 bed flat,Lianna,Hackney,1,4.88,5.0,17,5,2026-06-08,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1107836818863346074,"Luxury Versace 2 Bed, Hot Tub, Pool Table, Sky Tv",Damian,Waltham Forest,2,4.88,4.76,17,3,2026-02-02,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1129702079330705529,Oasis in Heart of London Fields. Long term let,Anna,Hackney,2,4.94,5.0,17,2,2026-06-24,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1169926564227223486,"Cosy Flat near Canary Wharf, Excel, Free Parking",Sarah,Tower Hamlets,2,5.0,5.0,17,7,2026-05-25,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1219304563833580304,Stylish Apartment-Canary Wharf,Paul,Tower Hamlets,1,4.94,4.94,17,2,2026-06-08,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1272575788417722377,Trendy 2BR Flat w/Private Decked Garden near Angel,Melissa McCoy,Hackney,2,4.94,4.59,17,13,2026-06-22,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1294708279202889198,"Three Bedroom Home in Strtatford London, E15",Muhammad,Newham,3,5.0,5.0,17,3,2026-04-27,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1351372259777528517,"Modern 1BD Flat, 6 min walk to Old Street Station",Julie,Hackney,1,4.76,4.94,17,81,2026-06-04,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1392606618845428885,Riverview Stunning Apartment 3Bedroom 2Bathroom,LondonApartments,Tower Hamlets,3,4.94,4.94,17,13,2026-05-30,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1432594644075338058,Liverpool St | Deluxe 1-Bed Terrace Apartment,Your Apartment,Tower Hamlets,1,4.88,4.94,17,37,2026-05-20,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1440523092123397332,Elegant 1 Bed – Sleeps 3 in Stratford London E15,Mohammad,Newham,1,4.71,4.76,17,7,2026-06-16,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1462335699445748706,2bedroom with lounge @Tower Bridge,Xun,Tower Hamlets,2,4.76,4.59,17,5,2025-12-31,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1516881563946729085,Uber Cool 3 bed loft in hip Hoxton,Keith,Hackney,3,4.88,4.88,17,12,2026-06-08,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1531900929184851320,Stylish Two-Bedrooms Apartment,Adam,Newham,2,4.82,4.65,17,17,2026-06-15,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1528123695720321070,Stylish Townhouse | London Fields Location,Ace Suites,Hackney,2,4.82,4.94,17,12,2026-06-21,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1528451673644660762,Elegant Central London Townhouse,Vivien,Tower Hamlets,3,4.76,5.0,17,4,2026-06-14,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1530651366501855932,Bright 2BR Flat in Old Street & Angel * Fast WiFi,Roy,Hackney,2,4.71,4.71,17,28,2026-06-08,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1574619313238213953,02 Riverside Retreat at North Greenwich,K Home,Greenwich,1,4.88,4.82,17,5,2026-06-02,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1610273884858093288,"East London Studio in Vibrant Hackney, E8",Melih,Hackney,1,4.94,4.59,17,4,2026-06-18,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/25251063,Top floor balcony flat in the heart of Dalston,Olivia,Hackney,1,5.0,5.0,16,2,2026-04-01,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/600537181039983465,20th floor Triplex Penthouse  in Canary Wharf,Cubo Apartments,Tower Hamlets,2,5.0,5.0,16,32,2025-12-23,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/695161056776631655,Stylish Central E. London Apt,"The Key, Curated By Sofie",Tower Hamlets,2,4.81,4.81,16,2,2026-06-20,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/972270383084059574,Apartment with canal views,Leonora,Hackney,2,4.88,4.81,16,2,2026-05-31,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/977954049139743190,London Fields Stunning Loft Apt,Elda,Hackney,1,4.81,4.94,16,3,2026-02-15,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1010724297286467313,Spacious 3-bedroom house with parking and garden!,Murray Stays London,Tower Hamlets,3,4.88,4.81,16,54,2025-11-22,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1016487132339156429,Ravishing 1BD Flat - 2 minute walk from the O2!,Julie,Greenwich,1,4.75,4.75,16,24,2026-01-05,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1049977581478390386,Charming Shoreditch Apartment,City Relay,Tower Hamlets,1,4.75,4.38,16,227,2026-05-25,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1084150017182632301,"Modern 1BR w/ Balcony near O2 Arena, Canary Wharf",Giuliano,Greenwich,1,4.81,4.88,16,13,2026-04-07,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1110133653271999522,Gorgeous 1Bed Apt with Stunning Views over City,Darcey Krysten,Tower Hamlets,1,4.88,4.69,16,10,2026-01-25,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1128035928341103466,Canary Wharf | Stylish 2BR Flat • Zone 2,Zees Homes,Tower Hamlets,2,4.81,5.0,16,11,2025-12-07,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1125990937593154696,Family friendly large 4 bed Walthamstow Village,Vincent John,Waltham Forest,4,4.81,5.0,16,2,2026-02-16,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1180396036817406640,Spacious flat for cat lovers!,Jen,Hackney,1,4.94,4.94,16,2,2026-06-13,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1195771195294295398,Luxurious House with Spa Bath & Private Garden,City Dreams,Waltham Forest,3,4.88,4.94,16,4,2026-05-04,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1206323273122904603,Excel Pad 3 Bed 3 Bath Apartment,Lina,Newham,3,4.81,4.81,16,23,2026-06-04,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1242625865007224652,Extraordinary Grade II-listed early Georgian Home,Curated Property,Tower Hamlets,5,4.75,4.69,16,10,2026-06-11,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1242816356841371614,Luxury Apt Near Canary Wharf,Infinity Stays,Tower Hamlets,1,4.75,4.88,16,5,2026-05-21,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1356564790311718777,Smart Artistic Studio,Roy,Tower Hamlets,1,5.0,4.81,16,2,2026-06-25,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1436952614093474264,Beer Mile Home with Sunset Balcony,Rob,Waltham Forest,2,5.0,5.0,16,2,2026-06-18,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1450585462841796240,The Writers Light- 2 bed Shoreditch,Megan,Tower Hamlets,2,4.81,4.94,16,31,2026-05-20,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1485339409146488728,Cozy Modern Studio Flat,Davide,Newham,1,5.0,4.81,16,3,2026-05-24,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1488487439895790450,Modern Luxe in Canary: 2BR Flat,Guy,Tower Hamlets,2,5.0,5.0,16,8,2026-05-17,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1610279036410431899,"Cosy Studio on Mare Street, Hackney E8",Melih,Hackney,1,4.88,4.63,16,4,2026-06-18,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1618075526346811706,Spacious 3BR Maisonette Near ExCeL & Canary Wharf,Maggie,Newham,3,4.75,4.56,16,4,2026-06-21,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1620590213870714279,Elevate Your Stay | Stunning Views | Near ExCeL,Lenka,Newham,2,4.88,4.94,16,3,2026-06-20,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/35063421,"Beautiful, 4 br contemporary home, Stoke Newington",Clare,Hackney,4,5.0,5.0,15,2,2026-01-02,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/720781114962920358,Large 8th floor Serviced Apartment in Canary Wharf,Cubo Apartments,Tower Hamlets,2,5.0,5.0,15,32,2026-05-19,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1069967276271096189,Chingford Base | Views | Free Parking | Work Stays,Niki,Waltham Forest,3,4.8,4.67,15,4,2026-03-27,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1105317125838526981,Stylish and newly renovated flat in Hackney,Adil,Hackney,5,4.73,4.73,15,2,2026-06-02,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1121617697304777606,Superior 2 Bed 2 Bath Apartment,Suresh,Tower Hamlets,2,4.73,4.87,15,12,2026-05-20,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1124029831346531671,Chic Hackney Penthouse | Terrace | 7 min to Tube,Alex,Tower Hamlets,1,5.0,4.87,15,4,2026-02-28,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1237925003775504576,Central Studio in Vibrant Spitalfields,Monika,Tower Hamlets,,4.73,4.47,15,9,2026-06-24,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1259465022214967375,"LDN City Home - Close Station, Shops, Restaurants",Baldwin Properties,Tower Hamlets,2,4.93,5.0,15,2,2026-01-27,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1281940653222583094,"Roomy, 4 bed, Garden, Parking, ExCel",Antonino,Newham,4,4.93,4.93,15,9,2026-05-25,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1339959123099185800,Shoreditch/Old street apartment + Parking,Skyfall,Hackney,1,4.93,4.8,15,14,2026-06-02,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1412973122831585835,"90sqM 3BR 2Bath 2Balcony 99"" TV Suit Family of 6",Thiya,Hackney,3,5.0,4.8,15,30,2026-06-27,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1427492223142253471,The Liverpool Street Boutique 3,RoomPilot,Tower Hamlets,1,5.0,5.0,15,61,2026-06-07,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1437730339585541516,Stunning 2BED 2BATH near Tower bridge,Cristina,Tower Hamlets,2,5.0,4.87,15,19,2026-05-03,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1461452488380558758,2bedroom flat near London Tower Bridge,Xun,Tower Hamlets,2,4.87,4.93,15,5,2026-06-04,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1474710504807048175,East London Photographers Studio Apartment,Alice,Hackney,1,5.0,5.0,15,2,2025-11-30,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1502944920143770629,"Three Bed, Three Bath Deluxe Apartment by ExCeL",Excel Apartments,Newham,3,4.73,4.73,15,38,2026-04-26,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1512444875487385442,"Stylish Riverside 2 bedroom flat, near Excel, O2",Vlad,Greenwich,2,4.87,4.93,15,5,2026-06-06,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1512512669563027650,"Stunning RIverside 3 bedroom flat, near O2, Excel",Vlad,Greenwich,3,4.93,5.0,15,5,2026-06-18,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1515292300475871047,MB Executive Homes,Ben,Newham,3,4.93,5.0,15,2,2026-06-18,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1515874557534035877,Two Bedroom Apartment - Canary Wharf Views,Sleepover Stays,Tower Hamlets,2,5.0,4.93,15,17,2026-05-24,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1518721314000752648,Luxury Dockside 2BR Apartment | St Katharine Docks,About The Stay,Tower Hamlets,2,4.8,4.73,15,8,2026-06-23,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1537559003071346492,"Gorgeously Designed 2BD Flat, Heart of East London",Julie,Hackney,2,4.87,4.8,15,81,2026-05-09,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1577557351068456314,Wild Roses | The Ivy Penthouse - Canary Wharf,Adeel,Tower Hamlets,4,4.93,5.0,15,9,2026-06-05,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1616592244677516954,Victorian Luxury House | Pool Table | Sleeps 10,Muli-Nights,Tower Hamlets,3,4.8,4.6,15,23,2026-05-30,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/18608169,Large Apartment on 14th Floor with Great View,Joe,Hackney,1,4.71,4.93,14,2,2026-06-13,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/710773748814019795,Large Modern Apartment 6mins Walk Tube Sleeps 11,Nev,Waltham Forest,4,4.86,4.79,14,15,2026-01-05,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/731066954103793849,Skyline View 1 Bed Apartment Sleeps 2 - Balcony,Travelnest,Tower Hamlets,1,4.79,4.86,14,86,2026-05-21,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/946973407077378385,City located apartment,Agnieszka,Hackney,2,4.79,4.71,14,7,2026-04-27,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/992882316997993098,fab entire flat Shoreditch zone1,Enrico,Tower Hamlets,1,4.93,5.0,14,2,2026-05-18,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1067712545165015235,Designer luxury flat 1min to the station,Silvia,Newham,2,5.0,5.0,14,17,2026-06-05,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1192757733941572226,Unique Studio Apartment with Private Garden,City Dreams,Waltham Forest,,4.71,4.86,14,4,2026-05-02,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1270391494897185853,Wilkinson’s home: perfect for families this summer,Zuhal Property Investments Ltd,Newham,4,5.0,4.93,14,2,2026-05-14,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1334795484576361822,London Fields - The 'Skinny' House,Nehal,Hackney,2,4.79,4.86,14,18,2026-05-20,Multi-unit host. Lead with reliability across properties + one team angle.,,
